prefix,peer_asn,as_path
161.123.147.0/24,8758,8758 6830 2914 23352 61440
161.123.147.0/24,1836,1836 174 1299 23352 61440
161.123.147.0/24,50304,50304 174 1299 23352 61440
161.123.147.0/24,22652,22652 3356 23352 23352 61440
161.123.147.0/24,7018,7018 2914 23352 61440
161.123.147.0/24,3549,3549 3356 23352 23352 61440
161.123.147.0/24,57381,57381 50304 174 1299 23352 61440
161.123.148.0/24,57821,57821 12586
161.123.149.0/24,57821,57821 12586
161.123.149.0/24,29608,29608 3356 23352 23352 61440
161.123.149.0/24,4777,4777 2497 2914 23352 61440
161.123.149.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.149.0/24,50300,50300 2914 23352 61440
161.123.149.0/24,3257,3257 23352 23352 61440
161.123.149.0/24,8758,8758 6830 2914 23352 61440
161.123.149.0/24,1836,1836 174 1299 23352 61440
161.123.149.0/24,50304,50304 174 1299 23352 61440
161.123.149.0/24,22652,22652 3356 23352 23352 61440
161.123.149.0/24,7018,7018 2914 23352 61440
161.123.149.0/24,3549,3549 3356 23352 23352 61440
161.123.149.0/24,57381,57381 50304 174 1299 23352 61440
161.123.150.0/24,57821,57821 12586
161.123.151.0/24,57821,57821 12586
161.123.151.0/24,29608,29608 3356 23352 23352 61440
161.123.151.0/24,4777,4777 2497 2914 23352 61440
161.123.151.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.151.0/24,50300,50300 2914 23352 61440
161.123.151.0/24,3257,3257 23352 23352 61440
161.123.151.0/24,8758,8758 6830 2914 23352 61440
161.123.151.0/24,1836,1836 174 1299 23352 61440
161.123.151.0/24,50304,50304 174 1299 23352 61440
161.123.151.0/24,22652,22652 3356 23352 23352 61440
161.123.151.0/24,7018,7018 2914 23352 61440
161.123.151.0/24,3549,3549 3356 23352 23352 61440
161.123.151.0/24,57381,57381 50304 174 1299 23352 61440
161.123.152.0/24,57821,57821 12586
161.123.153.0/24,57821,57821 12586
161.123.153.0/24,29608,29608 3356 23352 23352 61440
161.123.153.0/24,4777,4777 2497 2914 23352 61440
161.123.153.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.153.0/24,50300,50300 2914 23352 61440
161.123.153.0/24,3257,3257 23352 23352 61440
161.123.153.0/24,8758,8758 6830 2914 23352 61440
161.123.153.0/24,1836,1836 174 1299 23352 61440
161.123.153.0/24,50304,50304 174 1299 23352 61440
161.123.153.0/24,22652,22652 3356 23352 23352 61440
161.123.153.0/24,7018,7018 2914 23352 61440
161.123.153.0/24,3549,3549 3356 23352 23352 61440
161.123.153.0/24,57381,57381 50304 174 1299 23352 61440
161.123.154.0/24,57821,57821 12586
161.123.155.0/24,57821,57821 12586
161.123.155.0/24,29608,29608 3356 23352 23352 61440
161.123.155.0/24,4777,4777 2497 2914 23352 61440
161.123.155.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.155.0/24,50300,50300 2914 23352 61440
161.123.155.0/24,3257,3257 23352 23352 61440
161.123.155.0/24,8758,8758 6830 2914 23352 61440
161.123.155.0/24,1836,1836 174 1299 23352 61440
161.123.155.0/24,50304,50304 174 1299 23352 61440
161.123.155.0/24,22652,22652 3356 23352 23352 61440
161.123.155.0/24,7018,7018 2914 23352 61440
161.123.155.0/24,3549,3549 3356 23352 23352 61440
161.123.155.0/24,57381,57381 50304 174 1299 23352 61440
161.123.156.0/24,57821,57821 12586
161.123.157.0/24,57821,57821 12586
161.123.157.0/24,29608,29608 3356 23352 23352 61440
161.123.157.0/24,4777,4777 2497 2914 23352 61440
161.123.157.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.157.0/24,50300,50300 2914 23352 61440
161.123.157.0/24,3257,3257 23352 23352 61440
161.123.157.0/24,8758,8758 6830 2914 23352 61440
161.123.157.0/24,1836,1836 174 1299 23352 61440
161.123.157.0/24,50304,50304 174 1299 23352 61440
161.123.157.0/24,22652,22652 3356 23352 23352 61440
161.123.157.0/24,7018,7018 2914 23352 61440
161.123.157.0/24,3549,3549 3356 23352 23352 61440
161.123.157.0/24,57381,57381 50304 174 1299 23352 61440
161.123.158.0/24,57821,57821 12586
161.123.159.0/24,57821,57821 12586
161.123.159.0/24,29608,29608 3356 23352 23352 61440
161.123.159.0/24,4777,4777 2497 2914 23352 61440
161.123.159.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.159.0/24,50300,50300 2914 23352 61440
161.123.159.0/24,3257,3257 23352 23352 61440
161.123.159.0/24,8758,8758 6830 2914 23352 61440
161.123.159.0/24,1836,1836 174 1299 23352 61440
161.123.159.0/24,50304,50304 174 1299 23352 61440
161.123.159.0/24,22652,22652 3356 23352 23352 61440
161.123.159.0/24,7018,7018 2914 23352 61440
161.123.159.0/24,3549,3549 3356 23352 23352 61440
161.123.159.0/24,57381,57381 50304 174 1299 23352 61440
161.123.160.0/24,57821,57821 12586
161.123.161.0/24,57821,57821 12586
161.123.161.0/24,29608,29608 3356 23352 23352 61440
161.123.161.0/24,4777,4777 2497 2914 23352 61440
161.123.161.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.161.0/24,50300,50300 2914 23352 61440
161.123.161.0/24,3257,3257 23352 23352 61440
161.123.161.0/24,8758,8758 6830 2914 23352 61440
161.123.161.0/24,1836,1836 174 1299 23352 61440
161.123.161.0/24,50304,50304 174 1299 23352 61440
161.123.161.0/24,22652,22652 3356 23352 23352 61440
161.123.161.0/24,7018,7018 2914 23352 61440
161.123.161.0/24,3549,3549 3356 23352 23352 61440
161.123.161.0/24,57381,57381 50304 174 1299 23352 61440
161.123.162.0/24,57821,57821 12586
161.123.163.0/24,57821,57821 12586
161.123.163.0/24,29608,29608 3356 23352 23352 61440
161.123.163.0/24,4777,4777 2497 2914 23352 61440
161.123.163.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.163.0/24,50300,50300 2914 23352 61440
161.123.163.0/24,3257,3257 23352 23352 61440
161.123.163.0/24,8758,8758 6830 2914 23352 61440
161.123.163.0/24,1836,1836 174 1299 23352 61440
161.123.163.0/24,50304,50304 174 1299 23352 61440
161.123.163.0/24,22652,22652 3356 23352 23352 61440
161.123.163.0/24,7018,7018 2914 23352 61440
161.123.163.0/24,3549,3549 3356 23352 23352 61440
161.123.163.0/24,57381,57381 50304 174 1299 23352 61440
161.123.164.0/24,57821,57821 12586
161.123.165.0/24,57821,57821 12586
161.123.165.0/24,29608,29608 3356 23352 23352 61440
161.123.165.0/24,4777,4777 2497 2914 23352 61440
161.123.165.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.165.0/24,50300,50300 2914 23352 61440
161.123.165.0/24,3257,3257 23352 23352 61440
161.123.165.0/24,8758,8758 6830 2914 23352 61440
161.123.165.0/24,1836,1836 174 1299 23352 61440
161.123.165.0/24,50304,50304 174 1299 23352 61440
161.123.165.0/24,22652,22652 3356 23352 23352 61440
161.123.165.0/24,7018,7018 2914 23352 61440
161.123.165.0/24,3549,3549 3356 23352 23352 61440
161.123.165.0/24,57381,57381 50304 174 1299 23352 61440
161.123.166.0/24,57821,57821 12586
161.123.167.0/24,57821,57821 12586
161.123.167.0/24,29608,29608 3356 23352 23352 61440
161.123.167.0/24,4777,4777 2497 2914 23352 61440
161.123.167.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.167.0/24,50300,50300 2914 23352 61440
161.123.167.0/24,3257,3257 23352 23352 61440
161.123.167.0/24,8758,8758 6830 2914 23352 61440
161.123.167.0/24,1836,1836 174 1299 23352 61440
161.123.167.0/24,50304,50304 174 1299 23352 61440
161.123.167.0/24,22652,22652 3356 23352 23352 61440
161.123.167.0/24,7018,7018 2914 23352 61440
161.123.167.0/24,3549,3549 3356 23352 23352 61440
161.123.167.0/24,57381,57381 50304 174 1299 23352 61440
161.123.168.0/24,57821,57821 12586
161.123.169.0/24,57821,57821 12586
161.123.169.0/24,29608,29608 3356 23352 23352 61440
161.123.169.0/24,4777,4777 2497 2914 23352 61440
161.123.169.0/24,4608,4608 1221 4637 3257 23352 23352 61440
161.123.169.0/24,50300,50300 2914 23352 61440
161.123.169.0/24,3257,3257 23352 23352 61440
161.123.169.0/24,8758,8758 6830 2914 23352 61440
161.123.169.0/24,1836,1836 174 1299 23352 61440
161.123.169.0/24,50304,50304 174 1299 23352 61440
161.123.169.0/24,22652,22652 3356 23352 23352 61440
161.123.169.0/24,7018,7018 2914 23352 61440
161.123.169.0/24,3549,3549 3356 23352 23352 61440
161.123.169.0/24,57381,57381 50304 174 1299 23352 61440
161.123.170.0/24,57821,57821 12586
161.123.171.0/24,57821,57821 12586
161.123.172.0/24,57821,57821 12586
161.123.173.0/24,57821,57821 12586
161.123.174.0/24,57821,57821 12586
161.123.175.0/24,57821,57821 12586
161.123.176.0/24,57821,57821 12586
161.123.177.0/24,57821,57821 12586
161.123.178.0/24,57821,57821 12586
161.123.179.0/24,57821,57821 12586
161.123.180.0/24,57821,57821 12586
161.123.181.0/24,57821,57821 12586
161.123.182.0/24,57821,57821 12586
161.123.183.0/24,57821,57821 12586
161.123.184.0/24,57821,57821 12586
161.123.185.0/24,57821,57821 12586
161.123.186.0/24,57821,57821 12586
161.123.187.0/24,57821,57821 12586
161.123.187.0/24,29608,29608 3356 23352 23352 61440
161.123.187.0/24,4777,4777 2497 2914 23352 61440
161.123.187.0/24,4608,4608 1221 4637 3257 62240 62240 201341
161.123.187.0/24,50300,50300 2914 23352 61440
161.123.187.0/24,3257,3257 62240 62240 201341
161.123.187.0/24,1836,1836 174 1299 23352 61440
161.123.187.0/24,50304,50304 174 1299 23352 61440
161.123.187.0/24,22652,22652 3356 23352 23352 61440
161.123.187.0/24,7018,7018 2914 23352 61440
161.123.187.0/24,8758,8758 8220 25577 62240 201341
161.123.187.0/24,3549,3549 3356 23352 23352 61440
161.123.187.0/24,57381,57381 50304 174 1299 23352 61440
161.123.188.0/24,57821,57821 12586
161.123.189.0/24,57821,57821 12586
161.123.189.0/24,29608,29608 3356 23352 23352 61440
161.123.189.0/24,4777,4777 2497 2914 23352 61440
161.123.189.0/24,4608,4608 1221 4637 3257 62240 62240 201341
161.123.189.0/24,50300,50300 2914 23352 61440
161.123.189.0/24,3257,3257 62240 62240 201341
161.123.189.0/24,1836,1836 174 1299 23352 61440
161.123.189.0/24,50304,50304 174 1299 23352 61440
161.123.189.0/24,22652,22652 3356 23352 23352 61440
161.123.189.0/24,7018,7018 2914 23352 61440
161.123.189.0/24,8758,8758 8220 25577 62240 201341
161.123.189.0/24,3549,3549 3356 23352 23352 61440
161.123.189.0/24,57381,57381 50304 174 1299 23352 61440
161.123.190.0/24,57821,57821 12586
161.123.191.0/24,57821,57821 12586
161.123.191.0/24,29608,29608 3356 23352 23352 61440
161.123.191.0/24,4777,4777 2497 2914 23352 61440
161.123.191.0/24,4608,4608 1221 4637 3257 62240 62240 201341
161.123.191.0/24,50300,50300 2914 23352 61440
161.123.191.0/24,3257,3257 62240 62240 201341
161.123.191.0/24,1836,1836 174 1299 23352 61440
161.123.191.0/24,50304,50304 174 1299 23352 61440
161.123.191.0/24,22652,22652 3356 23352 23352 61440
161.123.191.0/24,7018,7018 2914 23352 61440
161.123.191.0/24,8758,8758 8220 25577 62240 201341
161.123.191.0/24,3549,3549 3356 23352 23352 61440
161.123.191.0/24,57381,57381 50304 174 1299 23352 61440
161.123.192.0/24,57821,57821 12586
161.123.193.0/24,57821,57821 12586
161.123.194.0/24,57821,57821 12586
161.123.195.0/24,57821,57821 12586
161.123.196.0/24,57821,57821 12586
161.123.197.0/24,57821,57821 12586
161.123.198.0/24,57821,57821 12586
161.123.199.0/24,57821,57821 12586
161.123.200.0/24,57821,57821 12586
161.123.201.0/24,57821,57821 12586
161.123.201.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.201.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.201.0/24,3549,3549 2914 8866 29084 204105
161.123.201.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.201.0/24,50300,50300 8866 29084 204105
161.123.201.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.201.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.201.0/24,7018,7018 2914 8866 29084 204105
161.123.201.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.201.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.201.0/24,57381,57381 42708 8866 29084 204105
161.123.201.0/24,3257,3257 2914 8866 29084 204105
161.123.202.0/24,57821,57821 12586
161.123.203.0/24,57821,57821 12586
161.123.203.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.203.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.203.0/24,3549,3549 2914 8866 29084 204105
161.123.203.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.203.0/24,50300,50300 8866 29084 204105
161.123.203.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.203.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.203.0/24,7018,7018 2914 8866 29084 204105
161.123.203.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.203.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.203.0/24,57381,57381 42708 8866 29084 204105
161.123.203.0/24,3257,3257 2914 8866 29084 204105
161.123.204.0/24,57821,57821 12586
161.123.205.0/24,57821,57821 12586
161.123.205.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.205.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.205.0/24,3549,3549 2914 8866 29084 204105
161.123.205.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.205.0/24,50300,50300 8866 29084 204105
161.123.205.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.205.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.205.0/24,7018,7018 2914 8866 29084 204105
161.123.205.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.205.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.205.0/24,57381,57381 42708 8866 29084 204105
161.123.205.0/24,3257,3257 2914 8866 29084 204105
161.123.206.0/24,57821,57821 12586
161.123.207.0/24,57821,57821 12586
161.123.207.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.207.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.207.0/24,3549,3549 2914 8866 29084 204105
161.123.207.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.207.0/24,50300,50300 8866 29084 204105
161.123.207.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.207.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.207.0/24,7018,7018 2914 8866 29084 204105
161.123.207.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.207.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.207.0/24,57381,57381 42708 8866 29084 204105
161.123.207.0/24,3257,3257 2914 8866 29084 204105
161.123.208.0/24,57821,57821 12586
161.123.209.0/24,57821,57821 12586
161.123.209.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.209.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.209.0/24,3549,3549 2914 8866 29084 204105
161.123.209.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.209.0/24,50300,50300 8866 29084 204105
161.123.209.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.209.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.209.0/24,7018,7018 2914 8866 29084 204105
161.123.209.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.209.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.209.0/24,57381,57381 42708 8866 29084 204105
161.123.209.0/24,3257,3257 2914 8866 29084 204105
161.123.210.0/24,57821,57821 12586
161.123.211.0/24,4777,4777 2497 6939 58779 133398
161.123.211.0/24,57821,57821 6939 58779 133398
161.123.211.0/24,29608,29608 6939 58779 133398
161.123.211.0/24,3257,3257 1299 6939 6939 58779 133398
161.123.211.0/24,22652,22652 6939 58779 133398
161.123.211.0/24,8758,8758 8758 6939 58779 133398
161.123.211.0/24,4608,4608 1221 4637 6939 58779 133398
161.123.211.0/24,57381,57381 42708 6939 58779 133398
161.123.211.0/24,7018,7018 6939 58779 133398
161.123.211.0/24,50300,50300 6939 58779 133398
161.123.211.0/24,50304,50304 6939 58779 133398
161.123.211.0/24,3549,3549 3356 1299 6939 6939 58779 133398
161.123.211.0/24,1836,1836 6939 58779 133398
161.123.212.0/24,57821,57821 12586
161.123.213.0/24,57821,57821 12586
161.123.213.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.213.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.213.0/24,3549,3549 2914 8866 29084 204105
161.123.213.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.213.0/24,50300,50300 8866 29084 204105
161.123.213.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.213.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.213.0/24,7018,7018 2914 8866 29084 204105
161.123.213.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.213.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.213.0/24,57381,57381 42708 8866 29084 204105
161.123.213.0/24,3257,3257 2914 8866 29084 204105
161.123.214.0/24,57821,57821 12586
161.123.215.0/24,57821,57821 12586
161.123.215.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.215.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.215.0/24,3549,3549 2914 8866 29084 204105
161.123.215.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.215.0/24,50300,50300 8866 29084 204105
161.123.215.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.215.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.215.0/24,7018,7018 2914 8866 29084 204105
161.123.215.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.215.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.215.0/24,57381,57381 42708 8866 29084 204105
161.123.215.0/24,3257,3257 2914 8866 29084 204105
161.123.216.0/24,57821,57821 12586
161.123.217.0/24,57821,57821 12586
161.123.217.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.217.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.217.0/24,3549,3549 2914 8866 29084 204105
161.123.217.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.217.0/24,50300,50300 8866 29084 204105
161.123.217.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.217.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.217.0/24,7018,7018 2914 8866 29084 204105
161.123.217.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.217.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.217.0/24,57381,57381 42708 8866 29084 204105
161.123.217.0/24,3257,3257 2914 8866 29084 204105
161.123.218.0/24,57821,57821 12586
161.123.219.0/24,57821,57821 12586
161.123.219.0/24,4777,4777 2497 2914 8866 29084 204105
161.123.219.0/24,50304,50304 6939 12615 29084 29084 204105
161.123.219.0/24,3549,3549 2914 8866 29084 204105
161.123.219.0/24,22652,22652 6939 12615 29084 29084 204105
161.123.219.0/24,50300,50300 8866 29084 204105
161.123.219.0/24,1836,1836 6939 12615 29084 29084 204105
161.123.219.0/24,8758,8758 8758 6939 12615 29084 29084 204105
161.123.219.0/24,7018,7018 2914 8866 29084 204105
161.123.219.0/24,4608,4608 1221 4637 6762 8866 29084 204105
161.123.219.0/24,29608,29608 6939 12615 29084 29084 204105
161.123.219.0/24,57381,57381 42708 8866 29084 204105
161.123.219.0/24,3257,3257 2914 8866 29084 204105
161.123.220.0/24,57821,57821 12586
161.123.221.0/24,4777,4777 2497 6939 58779 133398
161.123.221.0/24,57821,57821 6939 58779 133398
161.123.221.0/24,29608,29608 6939 58779 133398
161.123.221.0/24,3257,3257 1299 6939 6939 58779 133398
161.123.221.0/24,22652,22652 6939 58779 133398
161.123.221.0/24,8758,8758 8758 6939 58779 133398
161.123.221.0/24,4608,4608 1221 4637 6939 58779 133398
161.123.221.0/24,57381,57381 42708 6939 58779 133398
161.123.221.0/24,7018,7018 6939 58779 133398
161.123.221.0/24,50300,50300 6939 58779 133398
161.123.221.0/24,50304,50304 6939 58779 133398
161.123.221.0/24,3549,3549 3356 1299 6939 6939 58779 133398
161.123.221.0/24,1836,1836 6939 58779 133398
161.123.222.0/24,57821,57821 12586
161.123.223.0/24,57821,57821 12586 3257 62240 62240 201341
161.123.223.0/24,29608,29608 3356 23352 23352 61440
161.123.223.0/24,4777,4777 2497 2914 23352 61440
161.123.223.0/24,4608,4608 1221 4637 3257 62240 62240 201341
161.123.223.0/24,50300,50300 2914 23352 61440
